1690986276679367936,-0.09111,0.06393,0.91686,0.99800,-0.04582,-0.01407,0.04124,
1690986276779524352,-0.07136,0.07113,0.93456,0.99923,-0.03781,-0.00374,0.00958,
1690986276879529984,-0.04485,0.07936,0.95257,0.99964,-0.01027,0.01184,-0.02193,
1690986276979376384,-0.01612,0.08564,0.96425,0.99871,0.00615,0.02832,-0.04173,
1690986277181811456,0.05398,0.07660,0.96279,0.99867,0.00813,0.01316,-0.04923,
1690986277279532032,0.09142,0.06229,0.96011,0.99863,0.00746,-0.00133,-0.05173,
1690986277379427072,0.13655,0.04168,0.96277,0.99909,0.01298,-0.01287,-0.03861,
1690986277479876608,0.18470,0.01999,0.97176,0.99961,0.01888,-0.00329,-0.02014,
1690986277580595712,0.23163,0.00120,0.98141,0.99962,0.02296,0.01174,-0.00938,
1690986277679160064,0.27647,-0.01286,0.98833,0.99958,0.02012,0.02083,-0.00120,
1690986277979270912,0.43136,-0.04079,0.99655,0.99932,0.01795,0.03123,-0.00830,
1690986278179298048,0.56385,-0.04839,0.99608,0.99938,0.01753,0.01874,-0.02428,
1690986278279443200,0.63808,-0.04835,1.00378,0.99926,0.01284,0.00390,-0.03597,
1690986278379954944,0.71465,-0.04976,1.01620,0.99897,0.01137,-0.00624,-0.04356,
1690986278579318016,0.87710,-0.06392,1.03241,0.99917,-0.00532,-0.01817,-0.03602,
1690986278679339520,0.96144,-0.07485,1.03291,0.99914,-0.00845,-0.02974,-0.02752,
1690986278779193600,1.04809,-0.08831,1.03303,0.99938,-0.00443,-0.03239,-0.01280,
1690986278879815936,1.13454,-0.10109,1.03669,0.99972,-0.00241,-0.02273,0.00562,
1690986278979368704,1.21952,-0.11155,1.04162,0.99981,-0.00664,-0.01136,0.01435,
1690986279079724544,1.30463,-0.11912,1.04323,0.99962,-0.01181,0.00079,0.02495,
1690986279179353088,1.38941,-0.12543,1.03947,0.99965,-0.00281,0.01059,0.02412,
1690986279281035776,1.48034,-0.13086,1.03187,0.99985,0.00863,0.00872,0.01262,
1690986279379424256,1.57094,-0.13430,1.02837,0.99993,0.00820,0.00788,-0.00340,
1690986279580857088,1.74503,-0.15030,1.03957,0.99964,0.00885,0.01578,-0.02003,
1690986279680537344,1.80782,-0.16946,1.03495,0.99856,0.01802,0.03022,-0.04062,
1690986279779309312,1.85725,-0.19113,1.02548,0.99696,0.00965,0.04830,-0.06045,
1690986279881657344,1.88852,-0.21207,1.01722,0.99630,0.00706,0.04382,-0.07366,
1690986279980348160,1.90835,-0.22515,1.01464,0.99595,0.00603,0.02195,-0.08692,
1690986280079400704,1.92487,-0.23114,1.01723,0.99455,-0.00945,0.00719,-0.10356,
1690986280179249152,1.94301,-0.23478,1.02266,0.99299,-0.00537,0.00892,-0.11776,
1690986280279365632,1.96745,-0.23603,1.02722,0.99067,0.00759,0.02076,-0.13448,
1690986280379496448,2.00703,-0.23247,1.03162,0.99025,0.01371,0.03653,-0.13372,
1690986280479683072,2.02768,-0.22386,1.03140,0.99049,0.01712,0.04712,-0.12813,
